normalized_underlying_name,direct_scheme_code,regular_scheme_code,mapping_status,direct_scheme_codes,regular_scheme_codes
pinebridge world gold fund,,,rejected,,
pioneer fund,147727.0,147724.0,high_confidence_candidate,,
power & infra fund,,,rejected,,
pramerica fixed duration fund series 10,123797.0,123796.0,high_confidence_candidate,,
pramerica fixed duration fund series 13,122345.0,122344.0,high_confidence_candidate,,
pramerica fixed duration fund series 14,124203.0,124205.0,high_confidence_candidate,,
pramerica fixed duration fund series 5,121655.0,121651.0,high_confidence_candidate,,
pramerica fixed duration fund series 6,123101.0,123099.0,high_confidence_candidate,,
pramerica fixed duration fund series 7,123331.0,123332.0,high_confidence_candidate,,
pramerica fixed duration fund series 8,123334.0,123335.0,high_confidence_candidate,,
principal arbitrage fund,139221.0,139224.0,high_confidence_candidate,,
principal balanced advantage fund,,,rejected,,
principal bank cd fund,,,rejected,,
principal cash management fund,,,rejected,,
principal corporate bond fund,,,rejected,,
principal credit risk fund,119450.0,102729.0,high_confidence_candidate,,
principal dynamic bond fund,,,rejected,,
principal emerging bluechip fund,,,rejected,,
principal equity savings fund,119472.0,100151.0,high_confidence_candidate,,
principal focused multicap fund,,,rejected,,
principal global opportunities fund,,,rejected,,
principal government securities fund,,,rejected,,
principal hybrid equity fund,,,rejected,,
principal index fund midcap,129725.0,129728.0,high_confidence_candidate,,
principal large cap fund,148524.0,148491.0,high_confidence_candidate,,
principal low duration fund,,,rejected,,
principal midcap fund,147778.0,147779.0,high_confidence_candidate,,
principal multi cap fund,,,rejected,,
principal multi cap fund half yearly income distribution cum capital withdrawal,,,rejected,,
principal nifty 100 equal weight fund,,,rejected,,
principal pnb fixed maturity series b10,126071.0,126073.0,high_confidence_candidate,,
principal pnb fixed maturity series b12,127623.0,127621.0,high_confidence_candidate,,
principal pnb fixed maturity series b13,127961.0,127959.0,high_confidence_candidate,,
principal pnb fixed maturity series b14,128410.0,128411.0,high_confidence_candidate,,
principal pnb fixed maturity series b15,128911.0,128913.0,high_confidence_candidate,,
principal pnb fixed maturity series b16,129415.0,129413.0,high_confidence_candidate,,
principal pnb fixed maturity series b17,129721.0,129719.0,high_confidence_candidate,,
principal pnb fmp series b5,123210.0,123162.0,high_confidence_candidate,,
principal retirement savings fund conservative sub,135751.0,135752.0,high_confidence_candidate,,
principal retirement savings fund moderate sub,135753.0,135754.0,high_confidence_candidate,,
principal retirement savings fund progressive sub,135749.0,135750.0,high_confidence_candidate,,
principal short term debt fund,,,rejected,,
principal small cap fund,147131.0,147129.0,high_confidence_candidate,,
principal ultra short term fund,,,rejected,,
prudence fund,,,rejected,,
psu equity fund,,,ambiguous,"[147844, 150539]",[147846]
psu fund,119732.0,113099.0,high_confidence_candidate,,
quality fund,,,ambiguous,"[153458, 154177]",[154175]
quality overseas equity omni fof,154287.0,154286.0,high_confidence_candidate,,
quant aggressive hybrid fund,120819.0,101070.0,high_confidence_candidate,,
quant arbitrage fund,153426.0,153428.0,high_confidence_candidate,,
quant bfsi fund,151791.0,151788.0,high_confidence_candidate,,
quant business cycle fund,151757.0,151758.0,high_confidence_candidate,,
quant commodities fund,152255.0,152256.0,high_confidence_candidate,,
quant consumption fund,152336.0,152338.0,high_confidence_candidate,,
quant dynamic asset allocation fund,151713.0,151714.0,high_confidence_candidate,,
quant dynamic bond,,,rejected,,
quant elss tax saver fund,120847.0,100175.0,high_confidence_candidate,,
quant equity savings fund,153705.0,153707.0,high_confidence_candidate,,
quant esg integration strategy fund,148564.0,148560.0,high_confidence_candidate,,
quant flexi cap fund,120843.0,109830.0,high_confidence_candidate,,
quant focused fund,120834.0,109275.0,high_confidence_candidate,,
quant fund,,,ambiguous,"[118770, 118769, 147306, 147864, 148600, 148993, 151881, 152684, 152694, 153154, 153204]","[147303, 147867, 148992, 151878, 152686, 152692, 153153, 153205]"
quant gilt fund,151228.0,151230.0,high_confidence_candidate,,
quant healthcare fund,151853.0,151855.0,high_confidence_candidate,,
quant infrastructure fund,,,rejected,,
quant large & mid cap fund,,,rejected,,
quant large cap fund,150440.0,150441.0,high_confidence_candidate,,
quant liquid fund,120837.0,103225.0,high_confidence_candidate,,
quant manufacturing fund,151916.0,151913.0,high_confidence_candidate,,
quant mid cap fund,120841.0,101065.0,high_confidence_candidate,,
quant momentum fund,152189.0,152190.0,high_confidence_candidate,,
quant money market fund,,,rejected,,
quant multi asset allocation fund,120821.0,101072.0,high_confidence_candidate,,
quant multi cap fund,120823.0,100631.0,high_confidence_candidate,,
quant overnight fund,151190.0,151195.0,high_confidence_candidate,,
quant psu fund,152415.0,152413.0,high_confidence_candidate,,
quant quantamental fund,148925.0,148923.0,high_confidence_candidate,,
quant small cap fund,120828.0,100177.0,high_confidence_candidate,,
quant teck fund,152067.0,152070.0,high_confidence_candidate,,
quant value fund,149335.0,149337.0,high_confidence_candidate,,
quantum diversified equity all cap active fof,112039.0,141063.0,high_confidence_candidate,,
quantum dynamic term fund,134494.0,141061.0,high_confidence_candidate,,
quantum elss tax saver fund,111549.0,141070.0,high_confidence_candidate,,
quantum esg best in class strategy fund,147372.0,147371.0,high_confidence_candidate,,
quantum ethical fund,153094.0,153095.0,high_confidence_candidate,,
quantum gold etf fof,115132.0,141064.0,high_confidence_candidate,,
quantum liquid fund,103734.0,141066.0,high_confidence_candidate,,
quantum multi asset active fof,117608.0,141072.0,high_confidence_candidate,,
quantum multi asset allocation fund,152474.0,152475.0,high_confidence_candidate,,
quantum nifty 50 etf fof,150390.0,150389.0,high_confidence_candidate,,
quantum small cap fund,152107.0,152108.0,high_confidence_candidate,,
quantum value fund,103490.0,141068.0,high_confidence_candidate,,
quarterly interval fund i,122165.0,106060.0,high_confidence_candidate,,
quarterly interval fund ii,121182.0,109617.0,high_confidence_candidate,,
quarterly interval fund iii,121722.0,110024.0,high_confidence_candidate,,
quarterly interval fund series 4,,,rejected,,
quarterly interval fund series ii,,,rejected,,
quarterly interval fund series iii,,,rejected,,
quarterly interval series 1,,,rejected,,
quarterly interval series 10,,,rejected,,
quarterly interval series 12,145440.0,145437.0,high_confidence_candidate,,
quarterly interval series 2,,,rejected,,
quarterly interval series 3,,,rejected,,
quarterly interval series 4,,,rejected,,
quarterly interval series 5,,,rejected,,
quarterly interval series 6,,,rejected,,
quarterly interval series 7,,,rejected,,
quarterly interval series 8,,,rejected,,
quarterly interval series 9,,,rejected,,
quarterly interval series13,146599.0,146601.0,high_confidence_candidate,,
rajiv gandhi equity saving scheme,,,rejected,,
rajiv gandhi equity savings scheme 2,127899.0,127900.0,high_confidence_candidate,,
rajiv gandhi equity savings scheme series 1,121354.0,121357.0,high_confidence_candidate,,
rajiv gandhi equity savings scheme series 1 february 2013,121265.0,121263.0,high_confidence_candidate,,
rajiv gandhi equity savings scheme series 2,126895.0,126894.0,high_confidence_candidate,,
rajiv gandhi equity savings scheme series 3,133581.0,133583.0,high_confidence_candidate,,
ramerica fixed duration fund series 17,,,rejected,,
reliance capital builder fund ii series a,,,rejected,,
reliance capital builder fund ii series b,,,rejected,,
reliance capital builder fund ii series c,,,rejected,,
reliance capital builder fund iii series a,,,rejected,,
reliance capital builder fund series a,,,rejected,,
reliance capital builder fund series b opiton,,,rejected,,
reliance capital builder fund series c,,,rejected,,
reliance close ended equity fund ii series a,,,rejected,,
reliance close ended equity fund series a,,,rejected,,
reliance close ended equity fund series b,,,rejected,,
reliance dual advantage fixed tenure fund iii a,,,rejected,,
reliance dual advantage fixed tenure fund iii b,,,rejected,,
reliance dual advantage fixed tenure fund iii c,,,rejected,,
reliance dual advantage fixed tenure fund iii d,,,rejected,,
reliance dual advantage fixed tenure fund iv a,,,rejected,,
reliance dual advantage fixed tenure fund iv b,,,rejected,,
reliance dual advantage fixed tenure fund iv c,,,rejected,,
reliance dual advantage fixed tenure fund iv d,,,rejected,,
reliance dual advantage fixed tenure fund iv e,,,rejected,,
reliance dual advantage fixed tenure fund ix a,,,rejected,,
reliance dual advantage fixed tenure fund ix b,,,rejected,,
reliance dual advantage fixed tenure fund ix c,,,rejected,,
reliance dual advantage fixed tenure fund v a,,,rejected,,
reliance dual advantage fixed tenure fund v b,,,rejected,,
reliance dual advantage fixed tenure fund v c,,,rejected,,
reliance dual advantage fixed tenure fund v e,,,rejected,,
reliance dual advantage fixed tenure fund v f,,,rejected,,
reliance dual advantage fixed tenure fund v g,,,rejected,,
reliance dual advantage fixed tenure fund v h,,,rejected,,
reliance dual advantage fixed tenure fund vi a,,,rejected,,
reliance dual advantage fixed tenure fund vi b,,,rejected,,
reliance dual advantage fixed tenure fund vi c,,,rejected,,
reliance dual advantage fixed tenure fund vi d,,,rejected,,
reliance dual advantage fixed tenure fund vi e,,,rejected,,
reliance dual advantage fixed tenure fund vi f,,,rejected,,
reliance dual advantage fixed tenure fund vii a,,,rejected,,
reliance dual advantage fixed tenure fund vii b,,,rejected,,
reliance dual advantage fixed tenure fund vii c,,,rejected,,
reliance dual advantage fixed tenure fund vii d,,,rejected,,
reliance dual advantage fixed tenure fund vii e,,,rejected,,
reliance dual advantage fixed tenure fund viii a,,,rejected,,
reliance dual advantage fixed tenure fund viii b,,,rejected,,
reliance dual advantage fixed tenure fund viii c,,,rejected,,
reliance fixed horizon fund xli series 2,,,rejected,,
reliance fixed horizon fund xxii,,,rejected,,
reliance fixed horizon fund xxii series 39,,,rejected,,
reliance fixed horizon fund xxiii series 1,,,rejected,,
reliance fixed horizon fund xxiii series 10,,,rejected,,
reliance fixed horizon fund xxiii series 11,,,rejected,,
reliance fixed horizon fund xxiii series 12,,,rejected,,
reliance fixed horizon fund xxiii series 2,,,rejected,,
reliance fixed horizon fund xxiii series 3,,,rejected,,
reliance fixed horizon fund xxiii series 4,,,rejected,,
reliance fixed horizon fund xxiii series 5,,,rejected,,
reliance fixed horizon fund xxiii series 6,,,rejected,,
reliance fixed horizon fund xxiii series 7,,,rejected,,
reliance fixed horizon fund xxiii series 8,,,rejected,,
reliance fixed horizon fund xxiii series 9,,,rejected,,
reliance fixed horizon fund xxiv series 1,,,rejected,,
reliance fixed horizon fund xxiv series 10,,,rejected,,
reliance fixed horizon fund xxiv series 11,,,rejected,,
reliance fixed horizon fund xxiv series 12,,,rejected,,
reliance fixed horizon fund xxiv series 13,,,rejected,,
reliance fixed horizon fund xxiv series 14,,,rejected,,
reliance fixed horizon fund xxiv series 15,,,rejected,,
reliance fixed horizon fund xxiv series 16,,,rejected,,
reliance fixed horizon fund xxiv series 17,,,rejected,,
reliance fixed horizon fund xxiv series 18,,,rejected,,
reliance fixed horizon fund xxiv series 19,,,rejected,,
reliance fixed horizon fund xxiv series 2,,,rejected,,
reliance fixed horizon fund xxiv series 20,,,rejected,,
reliance fixed horizon fund xxiv series 21,,,rejected,,
reliance fixed horizon fund xxiv series 22,,,rejected,,
reliance fixed horizon fund xxiv series 23,,,rejected,,
reliance fixed horizon fund xxiv series 24,,,rejected,,
reliance fixed horizon fund xxiv series 25,,,rejected,,
reliance fixed horizon fund xxiv series 3,,,rejected,,
reliance fixed horizon fund xxiv series 4,,,rejected,,
reliance fixed horizon fund xxiv series 5,,,rejected,,
reliance fixed horizon fund xxiv series 6,,,rejected,,
reliance fixed horizon fund xxiv series 7,,,rejected,,
reliance fixed horizon fund xxiv series 8,,,rejected,,
reliance fixed horizon fund xxiv series 9,,,rejected,,
reliance fixed horizon fund xxix series 1,,,rejected,,
reliance fixed horizon fund xxix series 10,,,rejected,,
reliance fixed horizon fund xxix series 13,,,rejected,,
reliance fixed horizon fund xxix series 14,,,rejected,,
reliance fixed horizon fund xxix series 16,,,rejected,,
reliance fixed horizon fund xxix series 18,,,rejected,,
reliance fixed horizon fund xxix series 19,,,rejected,,
reliance fixed horizon fund xxix series 2,135158.0,135157.0,high_confidence_candidate,,
reliance fixed horizon fund xxix series 20,,,rejected,,
reliance fixed horizon fund xxix series 3,,,rejected,,
reliance fixed horizon fund xxix series 6,,,rejected,,
reliance fixed horizon fund xxix series 7,,,rejected,,
reliance fixed horizon fund xxix series 8,,,rejected,,
reliance fixed horizon fund xxix series 9,,,rejected,,
reliance fixed horizon fund xxv series 1,,,rejected,,
reliance fixed horizon fund xxv series 10,,,rejected,,
reliance fixed horizon fund xxv series 11,,,rejected,,
reliance fixed horizon fund xxv series 12,,,rejected,,
reliance fixed horizon fund xxv series 13,,,rejected,,
reliance fixed horizon fund xxv series 14,,,rejected,,
reliance fixed horizon fund xxv series 16,,,rejected,,
reliance fixed horizon fund xxv series 17,,,rejected,,
reliance fixed horizon fund xxv series 18,,,rejected,,
reliance fixed horizon fund xxv series 19,,,rejected,,
reliance fixed horizon fund xxv series 2,,,rejected,,
reliance fixed horizon fund xxv series 20,,,rejected,,
reliance fixed horizon fund xxv series 21,,,rejected,,
reliance fixed horizon fund xxv series 22,,,rejected,,
reliance fixed horizon fund xxv series 23,,,rejected,,
reliance fixed horizon fund xxv series 24,,,rejected,,
reliance fixed horizon fund xxv series 25,,,rejected,,
reliance fixed horizon fund xxv series 26,,,rejected,,
reliance fixed horizon fund xxv series 27,,,rejected,,
reliance fixed horizon fund xxv series 28,,,rejected,,
reliance fixed horizon fund xxv series 29,,,rejected,,
reliance fixed horizon fund xxv series 3,,,rejected,,
reliance fixed horizon fund xxv series 30,,,rejected,,
reliance fixed horizon fund xxv series 31,,,rejected,,
reliance fixed horizon fund xxv series 32,,,rejected,,
reliance fixed horizon fund xxv series 33,,,rejected,,
reliance fixed horizon fund xxv series 34,,,rejected,,
reliance fixed horizon fund xxv series 35,,,rejected,,
reliance fixed horizon fund xxv series 4,,,rejected,,
reliance fixed horizon fund xxv series 5,,,rejected,,
reliance fixed horizon fund xxv series 6,,,rejected,,
reliance fixed horizon fund xxv series 7,,,rejected,,
reliance fixed horizon fund xxv series 8,,,rejected,,
