scheme_code,latest_name,name_prefix
139473,ICICI Prudential Capital Protection Oriented Fund - Series X - 1375 Days Plan B Direct Plan Dividend Option,icici prudential capital protection oriented fund - series x
139474,ICICI Prudential Fixed Maturity Plan - Series 79 - 1130 Days Plan E  Dividend Option,icici prudential fixed maturity plan - series 79 - 1130 days
139475,ICICI Prudential Fixed Maturity Plan - Series 79 - 1130 Days Plan E  Cumulative Option,icici prudential fixed maturity plan - series 79 - 1130 days
139476,ICICI Prudential Fixed Maturity Plan - Series 79 - 1130 Days Plan E  Direct Plan Dividend Option,icici prudential fixed maturity plan - series 79 - 1130 days
139477,ICICI Prudential Fixed Maturity Plan - Series 79 - 1130 Days Plan E  Direct Plan Cumulative Option,icici prudential fixed maturity plan - series 79 - 1130 days
139503,UTI - Dual Advantage Fixed Term Series III-II (1278 Days) - Regular Plan - Dividend Option,uti - dual advantage fixed term series iii-ii (1278 days) -
139504,UTI - Dual Advantage Fixed Term Series III-II (1278 Days) - Regular Plan - Growth Option,uti - dual advantage fixed term series iii-ii (1278 days) -
139506,UTI - Dual Advantage Fixed Term Series III-II (1278 Days) - Direct Plan - Growth Option,uti - dual advantage fixed term series iii-ii (1278 days) -
139527,BANK OF INDIA MID & SMALL CAP EQUITY & DEBT FUND - DIRECT PLAN GROWTH,bank of india mid & small cap equity & debt fund - direct pl
139528,BANK OF INDIA MID & SMALL CAP EQUITY & DEBT FUND - REGULAR  PLAN IDCW,bank of india mid & small cap equity & debt fund - regular
139529,BANK OF INDIA MID & SMALL CAP EQUITY & DEBT FUND - REGULAR  PLAN  GROWTH,bank of india mid & small cap equity & debt fund - regular
139530,BANK OF INDIA MID & SMALL CAP EQUITY & DEBT FUND - DIRECT PLAN IDCW,bank of india mid & small cap equity & debt fund - direct pl
139539,Mahindra Manulife Liquid Fund - Unclaimed Redemption / IDCW Upto three years,mahindra manulife liquid fund - unclaimed redemption / idcw
139540,Mahindra Manulife Liquid Fund - Unclaimed Redemption / IDCW Beyond 3 years,mahindra manulife liquid fund - unclaimed redemption / idcw
139570,Nippon India Dual Advantage Fixed Tenure Fund IX- Plan E- Direct Plan-Growth Option,nippon india dual advantage fixed tenure fund ix- plan e- di
139571,Nippon India Dual Advantage Fixed Tenure Fund IX- Plan E- Direct Plan-Dividend Payout Option,nippon india dual advantage fixed tenure fund ix- plan e- di
139572,Nippon India Dual Advantage Fixed Tenure Fund IX- Plan E- Dividend Payout Option,nippon india dual advantage fixed tenure fund ix- plan e- di
139590,ICICI Prudential Multiple Yield Fund - Series 11 - Plan A 1427 Days Cumulative Option,icici prudential multiple yield fund - series 11 - plan a 14
139591,ICICI Prudential Multiple Yield Fund - Series 11 - Plan A 1427 Days Dividend Option,icici prudential multiple yield fund - series 11 - plan a 14
139592,ICICI Prudential Multiple Yield Fund - Series 11 - Plan A 1427 Days Direct Plan Cumulative Option,icici prudential multiple yield fund - series 11 - plan a 14
139593,ICICI Prudential Multiple Yield Fund - Series 11 - Plan A 1427 Days Direct Plan Dividend Option,icici prudential multiple yield fund - series 11 - plan a 14
139599,Nippon India Dual Advantage Fixed Tenure Fund IX- Plan F-Direct Plan-Growth Option,nippon india dual advantage fixed tenure fund ix- plan f-dir
139601,Nippon India Dual Advantage Fixed Tenure Fund IX- Plan F-Direct Plan-Dividend Payout Option,nippon india dual advantage fixed tenure fund ix- plan f-dir
139642,ICICI Prudential Fixed Maturity Plan - Series 79 - 1120 Days Plan J Cumulative Option,icici prudential fixed maturity plan - series 79 - 1120 days
139643,ICICI Prudential Fixed Maturity Plan - Series 79 - 1120 Days Plan J Direct Plan Cumulative Option,icici prudential fixed maturity plan - series 79 - 1120 days
139645,ICICI Prudential Fixed Maturity Plan - Series 79 - 1120 Days Plan J Dividend Option,icici prudential fixed maturity plan - series 79 - 1120 days
139647,UTI - Dual Advantage Fixed Term Series III-III (1102 Days) - Regular Plan - Dividend Option,uti - dual advantage fixed term series iii-iii (1102 days) -
139648,UTI - Dual Advantage Fixed Term Series III-III (1102 Days) - Direct Plan - Growth Option,uti - dual advantage fixed term series iii-iii (1102 days) -
139649,UTI - Dual Advantage Fixed Term Series III-III (1102 Days) - Direct Plan - Dividend Option,uti - dual advantage fixed term series iii-iii (1102 days) -
139657,PGIM India Fixed Duration Fund - Series 29 - Regular Plan - Growth Option,pgim india fixed duration fund - series 29 - regular plan -
139658,PGIM India Fixed Duration Fund - Series 29 - Regular Plan - Dividend Option,pgim india fixed duration fund - series 29 - regular plan -
139665,PGIM India Fixed Duration Fund - Series 31 - Regular Plan - Growth Option,pgim india fixed duration fund - series 31 - regular plan -
139666,PGIM India Fixed Duration Fund - Series 31 - Regular Plan - Dividend Option,pgim india fixed duration fund - series 31 - regular plan -
139687,Aditya Birla Sun Life Fixed Term Plan - Series NR (1099 days) - Regular Plan-Growth,aditya birla sun life fixed term plan - series nr (1099 days
139688,Aditya Birla Sun Life Fixed Term Plan - Series NR (1099 days) - Regular Plan-Normal Dividend,aditya birla sun life fixed term plan - series nr (1099 days
139689,Aditya Birla Sun Life Fixed Term Plan - Series NR (1099 days) - Direct Plan-Growth,aditya birla sun life fixed term plan - series nr (1099 days
139690,Aditya Birla Sun Life Fixed Term Plan - Series NR (1099 days) - Direct Plan-Normal Dividend,aditya birla sun life fixed term plan - series nr (1099 days
139691,Aditya Birla Sun Life Fixed Term Plan - Series NR (1099 days) - Regular Plan-Quarterly Dividend,aditya birla sun life fixed term plan - series nr (1099 days
139692,Aditya Birla Sun Life Fixed Term Plan - Series NR (1099 days) - Direct Plan-Quarterly Dividend,aditya birla sun life fixed term plan - series nr (1099 days
139693,UTI Capital Protection Oriented Scheme Series VIII-I (1278 Days) - Direct Plan - Dividend Option,uti capital protection oriented scheme series viii-i (1278 d
139694,UTI Capital Protection Oriented Scheme Series VIII-I (1278 Days) - Regular Plan - Dividend Option,uti capital protection oriented scheme series viii-i (1278 d
139695,UTI Capital Protection Oriented Scheme Series VIII-I (1278 Days) - Regular Plan - Growth Option,uti capital protection oriented scheme series viii-i (1278 d
139696,UTI Capital Protection Oriented Scheme Series VIII-I (1278 Days) - Direct Plan - Growth Option,uti capital protection oriented scheme series viii-i (1278 d
139701,ICICI Prudential Fixed Maturity Plan - Series 79 - 1118 Days Plan K Dividend Option,icici prudential fixed maturity plan - series 79 - 1118 days
139702,ICICI Prudential Fixed Maturity Plan - Series 79 - 1118 Days Plan K Direct Plan Cumulative Option,icici prudential fixed maturity plan - series 79 - 1118 days
139703,ICICI Prudential Fixed Maturity Plan - Series 79 - 1118 Days Plan K Direct Plan Dividend Option,icici prudential fixed maturity plan - series 79 - 1118 days
139704,ICICI Prudential Fixed Maturity Plan - Series 79 - 1118 Days Plan K Cumulative Option,icici prudential fixed maturity plan - series 79 - 1118 days
139709,Sundaram Long Term Micro Cap Tax Advantage Fund Series III Regular Plan - Growth,sundaram long term micro cap tax advantage fund series iii r
139710,Sundaram Long Term Micro Cap Tax Advantage Fund Series III Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),sundaram long term micro cap tax advantage fund series iii d
139711,Sundaram Long Term Micro Cap Tax Advantage Fund Series III Direct Plan - Growth,sundaram long term micro cap tax advantage fund series iii d
139712,Sundaram Long Term Micro Cap Tax Advantage Fund Series III Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),sundaram long term micro cap tax advantage fund series iii r
139713,canara Robeco Capital protection Oriented Fund - Series  7 - Regular Plan - Dividend payout Option,canara robeco capital protection oriented fund - series  7 -
139714,canara Robeco Capital protection Oriented Fund - Series  7 - Direct Plan - Growth option,canara robeco capital protection oriented fund - series  7 -
139715,canara Robeco Capital protection Oriented Fund - Series  7 - Direct Plan - Dividend payout Option,canara robeco capital protection oriented fund - series  7 -
139716,canara Robeco Capital protection Oriented Fund - Series  7 - Regular Plan - Growth Option,canara robeco capital protection oriented fund - series  7 -
139734,Nippon India Fixed Horizon Fund XXXI Series 9 - Direct Plan - Dividend Payout Option,nippon india fixed horizon fund xxxi series 9 - direct plan
139735,Nippon India Fixed Horizon Fund XXXI Series 9 - Direct Plan - Growth Option,nippon india fixed horizon fund xxxi series 9 - direct plan
139741,Aditya Birla Sun Life Fixed Term Plan - Series NT (1099 days) - Regular Plan-Growth,aditya birla sun life fixed term plan - series nt (1099 days
139742,Aditya Birla Sun Life Fixed Term Plan - Series NT (1099 days) - Direct Plan-Growth,aditya birla sun life fixed term plan - series nt (1099 days
139743,Aditya Birla Sun Life Fixed Term Plan - Series NT (1099 days) - Direct Plan-Quarterly Dividend,aditya birla sun life fixed term plan - series nt (1099 days
139744,Aditya Birla Sun Life Fixed Term Plan - Series NT (1099 days) - Regular Plan-Normal Dividend,aditya birla sun life fixed term plan - series nt (1099 days
139745,Aditya Birla Sun Life Fixed Term Plan - Series NT (1099 days) - Regular Plan-Quarterly Dividend,aditya birla sun life fixed term plan - series nt (1099 days
139746,Aditya Birla Sun Life Fixed Term Plan - Series NT (1099 days) - Direct Plan-Normal Dividend,aditya birla sun life fixed term plan - series nt (1099 days
139748,ICICI Prudential Fixed Maturity Plan - Series 79 - 1106 Days Plan M Direct Plan Cumulative Option,icici prudential fixed maturity plan - series 79 - 1106 days
139749,ICICI Prudential Fixed Maturity Plan - Series 79 - 1106 Days Plan M  Dividend Option,icici prudential fixed maturity plan - series 79 - 1106 days
139750,ICICI Prudential Fixed Maturity Plan - Series 79 - 1106 Days Plan M Direct Plan Dividend Option,icici prudential fixed maturity plan - series 79 - 1106 days
139759,ICICI Prudential Fixed Maturity Plan - Series 79 - 1104 Days Plan O Dividend Option,icici prudential fixed maturity plan - series 79 - 1104 days
139760,ICICI Prudential Fixed Maturity Plan - Series 79 - 1104 Days Plan O Direct Plan Dividend Option,icici prudential fixed maturity plan - series 79 - 1104 days
139761,ICICI Prudential Fixed Maturity Plan - Series 79 - 1104 Days Plan O Direct Plan Cumulative Option,icici prudential fixed maturity plan - series 79 - 1104 days
139762,ICICI Prudential Fixed Maturity Plan - Series 79 - 1104 Days Plan O Cumulative Option,icici prudential fixed maturity plan - series 79 - 1104 days
139763,ICICI Prudential Multiple Yield Fund - Series 11 - Plan B 1394 Days Cumulative Option,icici prudential multiple yield fund - series 11 - plan b 13
139764,ICICI Prudential Multiple Yield Fund - Series 11 - Plan B 1394 Days Direct Plan Cumulative Option,icici prudential multiple yield fund - series 11 - plan b 13
139765,ICICI Prudential Multiple Yield Fund - Series 11 - Plan B 1394 Days Direct Plan Dividend Option,icici prudential multiple yield fund - series 11 - plan b 13
139766,ICICI Prudential Multiple Yield Fund - Series 11 - Plan B 1394 Days Dividend Option,icici prudential multiple yield fund - series 11 - plan b 13
139767,HSBC Short Duration Fund - Direct Quarterly IDCW,hsbc short duration fund - direct quarterly idcw
139768,HSBC Short Duration Fund - Regular Quarterly IDCW,hsbc short duration fund - regular quarterly idcw
139784,Aditya Birla Sun Life Resurgent India Fund - Series 1 - Regular Plan-Growth,aditya birla sun life resurgent india fund - series 1 - regu
139785,Aditya Birla Sun Life Resurgent India Fund - Series 1 - Regular Plan-Dividend,aditya birla sun life resurgent india fund - series 1 - regu
139786,Aditya Birla Sun Life Resurgent India Fund - Series 1 - Direct Plan-Dividend,aditya birla sun life resurgent india fund - series 1 - dire
139787,Aditya Birla Sun Life Resurgent India Fund - Series 1 - Direct Plan-Growth,aditya birla sun life resurgent india fund - series 1 - dire
139841,ICICI Prudential Fixed Maturity Plan - Series 79 - 1104 Days Plan P Cumulative Option,icici prudential fixed maturity plan - series 79 - 1104 days
139842,ICICI Prudential Fixed Maturity Plan - Series 79 - 1104 Days Plan P Direct Plan Cumulative Option,icici prudential fixed maturity plan - series 79 - 1104 days
139843,ICICI Prudential Fixed Maturity Plan - Series 79 - 1104 Days Plan P Direct Plan Dividend Option,icici prudential fixed maturity plan - series 79 - 1104 days
139844,ICICI Prudential Fixed Maturity Plan - Series 79 - 1104 Days Plan P Dividend Option,icici prudential fixed maturity plan - series 79 - 1104 days
139850,Nippon India Fixed Horizon Fund XXXI- Series 13- Direct Plan-Dividend Payout Option,nippon india fixed horizon fund xxxi- series 13- direct plan
139851,Nippon India Fixed Horizon Fund XXXI- Series 13- Direct Plan-Growth Option,nippon india fixed horizon fund xxxi- series 13- direct plan
139860,UTI Capital Protection Oriented Scheme - Series VIII-II (1831 Days) - Direct Plan - IDCW,uti capital protection oriented scheme - series viii-ii (183
139862,UTI Capital Protection Oriented Scheme - Series VIII-II (1831 Days) - Regular Plan - IDCW,uti capital protection oriented scheme - series viii-ii (183
139863,Motilal Oswal Balanced Advantage Fund (MOFDYNAMIC) - Regular Plan - Annual Dividend Payout Option,motilal oswal balanced advantage fund (mofdynamic) - regular
139870,Motilal Oswal Balanced Advantage Fund (MOFDYNAMIC) - Regular Plan - Growth Option,motilal oswal balanced advantage fund (mofdynamic) - regular
139941,ICICI Prudential Fixed Maturity Plan - Series 79 - 1404 Days Plan T Direct Plan Cumulative Option,icici prudential fixed maturity plan - series 79 - 1404 days
139943,ICICI Prudential Fixed Maturity Plan - Series 79 - 1404 Days Plan T Cumulative Option,icici prudential fixed maturity plan - series 79 - 1404 days
139944,ICICI Prudential Fixed Maturity Plan - Series 79 - 1404 Days Plan T Dividend Option,icici prudential fixed maturity plan - series 79 - 1404 days
139964,Nippon India Fixed Horizon Fund XXXI- Series 15- Direct Plan-Growth Option,nippon india fixed horizon fund xxxi- series 15- direct plan
139965,Nippon India Fixed Horizon Fund XXXI- Series 15- Direct Plan-Dividend Payout Option,nippon india fixed horizon fund xxxi- series 15- direct plan
139985,UTI Capital Protection Oriented Scheme Series VIII-III (1281 Days) - Regular Plan - Growth Option,uti capital protection oriented scheme series viii-iii (1281
139986,UTI Capital Protection Oriented Scheme Series VIII-III (1281Days) - Direct Plan - Growth Option,uti capital protection oriented scheme series viii-iii (1281
139987,UTI Capital Protection Oriented Scheme Series VIII-III (1281 Days) - Direct Plan - Dividend Option,uti capital protection oriented scheme series viii-iii (1281
139988,UTI Capital Protection Oriented Scheme Series VIII-III (1281 Days) - Regular Plan - Dividend Option,uti capital protection oriented scheme series viii-iii (1281
139989,Sundaram Long Term Micro Cap Tax Advantage Fund Series IV Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),sundaram long term micro cap tax advantage fund series iv di
139990,Sundaram Long Term Micro Cap Tax Advantage Fund Series IV Direct Plan - Growth,sundaram long term micro cap tax advantage fund series iv di
139991,Sundaram Long Term Micro Cap Tax Advantage Fund Series IV Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),sundaram long term micro cap tax advantage fund series iv re
139992,Sundaram Long Term Micro Cap Tax Advantage Fund Series IV Regular Plan - Growth,sundaram long term micro cap tax advantage fund series iv re
139993,ICICI Prudential Multiple Yield Fund - Series 11 - Plan C 1387 Days Direct Plan Cumulative Option,icici prudential multiple yield fund - series 11 - plan c 13
139994,ICICI Prudential Multiple Yield Fund - Series 11 - Plan C 1387 Days Dividend Option,icici prudential multiple yield fund - series 11 - plan c 13
139995,ICICI Prudential Multiple Yield Fund - Series 11 - Plan C 1387 Days Direct Plan Dividend Option,icici prudential multiple yield fund - series 11 - plan c 13
139996,ICICI Prudential Multiple Yield Fund - Series 11 - Plan C 1387 Days Cumulative Option,icici prudential multiple yield fund - series 11 - plan c 13
